Address,Point,Name,Value,Time,Custom
048,00,88 Gas,426802,2019-08-01 17:26:00,88 Gas
048,00,88 Gas,426809,2019-08-01 17:34:57,88 Gas
048,00,88 Gas,426809,2019-08-01 17:44:14,88 Gas
048,00,88 Gas,426817,2019-08-01 17:56:25,88 Gas
048,00,88 Gas,426817,2019-08-01 18:01:14,88 Gas
048,00,88 Gas,426824,2019-08-01 18:06:02,88 Gas
048,00,88 Gas,426825,2019-08-01 18:26:58,88 Gas
048,00,88 Gas,426830,2019-08-01 18:32:57,88 Gas
048,00,88 Gas,426830,2019-08-01 18:35:43,88 Gas
048,00,88 Gas,426830,2019-08-01 18:40:52,88 Gas
048,00,88 Gas,426830,2019-08-01 18:49:44,88 Gas
048,00,88 Gas,426830,2019-08-01 18:56:00,88 Gas
048,00,88 Gas,426830,2019-08-01 19:00:48,88 Gas
048,00,88 Gas,426830,2019-08-01 19:10:48,88 Gas
048,00,88 Gas,426830,2019-08-01 19:15:50,88 Gas
048,00,88 Gas,426830,2019-08-01 19:29:52,88 Gas
048,00,88 Gas,426830,2019-08-01 19:37:24,88 Gas
048,00,88 Gas,426830,2019-08-01 19:47:54,88 Gas
048,00,88 Gas,426830,2019-08-01 19:50:51,88 Gas
048,00,88 Gas,426830,2019-08-01 19:56:19,88 Gas
048,00,88 Gas,426830,2019-08-01 20:01:01,88 Gas
048,00,88 Gas,426830,2019-08-01 20:06:03,88 Gas
048,00,88 Gas,426830,2019-08-01 20:11:00,88 Gas
