Address,Point,Name,Value,Time
32,0,Pulse #1,0.0,2019-07-30 19:27:08
32,5,Pulse #2,0.0,2019-07-30 19:27:08
32,0,Pulse #1,0.0,2019-07-30 19:30:18
32,1,Pulse #1 Rate,0.0,2019-07-30 19:30:18
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 19:30:18
32,3,Pulse #1 Min,0.0,2019-07-30 19:30:18
32,4,Pulse #1 Max,0.0,2019-07-30 19:30:18
32,5,Pulse #2,0.0,2019-07-30 19:30:18
32,6,Pulse #2 Rate,0.0,2019-07-30 19:30:18
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 19:30:18
32,8,Pulse #2 Min,0.0,2019-07-30 19:30:18
32,9,Pulse #2 Max,0.0,2019-07-30 19:30:18
32,0,Pulse #1,0.0,2019-07-30 19:36:42
32,1,Pulse #1 Rate,0.0,2019-07-30 19:36:42
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 19:36:42
32,3,Pulse #1 Min,0.0,2019-07-30 19:36:42
32,4,Pulse #1 Max,0.0,2019-07-30 19:36:42
32,5,Pulse #2,0.0,2019-07-30 19:36:42
32,6,Pulse #2 Rate,0.0,2019-07-30 19:36:42
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 19:36:42
32,8,Pulse #2 Min,0.0,2019-07-30 19:36:42
32,9,Pulse #2 Max,0.0,2019-07-30 19:36:42
32,0,Pulse #1,0.0,2019-07-30 19:46:16
32,1,Pulse #1 Rate,0.0,2019-07-30 19:46:16
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 19:46:16
32,3,Pulse #1 Min,0.0,2019-07-30 19:46:16
32,4,Pulse #1 Max,0.0,2019-07-30 19:46:16
32,5,Pulse #2,0.0,2019-07-30 19:46:16
32,6,Pulse #2 Rate,0.0,2019-07-30 19:46:16
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 19:46:16
32,8,Pulse #2 Min,0.0,2019-07-30 19:46:16
32,9,Pulse #2 Max,0.0,2019-07-30 19:46:16
32,0,Pulse #1,0.0,2019-07-30 19:50:16
32,1,Pulse #1 Rate,0.0,2019-07-30 19:50:16
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 19:50:16
32,3,Pulse #1 Min,0.0,2019-07-30 19:50:16
32,4,Pulse #1 Max,0.0,2019-07-30 19:50:16
32,5,Pulse #2,0.0,2019-07-30 19:50:16
32,6,Pulse #2 Rate,0.0,2019-07-30 19:50:16
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 19:50:16
32,8,Pulse #2 Min,0.0,2019-07-30 19:50:16
32,9,Pulse #2 Max,0.0,2019-07-30 19:50:16
32,0,Pulse #1,0.0,2019-07-30 19:55:23
32,1,Pulse #1 Rate,0.0,2019-07-30 19:55:23
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 19:55:23
32,3,Pulse #1 Min,0.0,2019-07-30 19:55:23
32,4,Pulse #1 Max,0.0,2019-07-30 19:55:23
32,5,Pulse #2,0.0,2019-07-30 19:55:23
32,6,Pulse #2 Rate,0.0,2019-07-30 19:55:23
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 19:55:23
32,8,Pulse #2 Min,0.0,2019-07-30 19:55:23
32,9,Pulse #2 Max,0.0,2019-07-30 19:55:23
32,0,Pulse #1,0.0,2019-07-30 20:00:35
32,1,Pulse #1 Rate,0.0,2019-07-30 20:00:35
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 20:00:35
32,3,Pulse #1 Min,0.0,2019-07-30 20:00:35
32,4,Pulse #1 Max,0.0,2019-07-30 20:00:35
32,5,Pulse #2,0.0,2019-07-30 20:00:35
32,6,Pulse #2 Rate,0.0,2019-07-30 20:00:35
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 20:00:35
32,8,Pulse #2 Min,0.0,2019-07-30 20:00:35
32,9,Pulse #2 Max,0.0,2019-07-30 20:00:35
32,0,Pulse #1,0.0,2019-07-30 20:12:14
32,1,Pulse #1 Rate,0.0,2019-07-30 20:12:14
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 20:12:14
32,3,Pulse #1 Min,0.0,2019-07-30 20:12:14
32,4,Pulse #1 Max,0.0,2019-07-30 20:12:14
32,5,Pulse #2,0.0,2019-07-30 20:12:14
32,6,Pulse #2 Rate,0.0,2019-07-30 20:12:14
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 20:12:14
32,8,Pulse #2 Min,0.0,2019-07-30 20:12:14
32,9,Pulse #2 Max,0.0,2019-07-30 20:12:14
32,0,Pulse #1,0.0,2019-07-30 20:19:11
32,1,Pulse #1 Rate,0.0,2019-07-30 20:19:11
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 20:19:11
32,3,Pulse #1 Min,0.0,2019-07-30 20:19:11
32,4,Pulse #1 Max,0.0,2019-07-30 20:19:11
32,5,Pulse #2,0.0,2019-07-30 20:19:11
32,6,Pulse #2 Rate,0.0,2019-07-30 20:19:11
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 20:19:11
32,8,Pulse #2 Min,0.0,2019-07-30 20:19:11
32,9,Pulse #2 Max,0.0,2019-07-30 20:19:11
32,0,Pulse #1,0.0,2019-07-30 20:25:13
32,1,Pulse #1 Rate,0.0,2019-07-30 20:25:13
32,2,Pulse #1 Instantaneous,0.0,2019-07-30 20:25:13
32,3,Pulse #1 Min,0.0,2019-07-30 20:25:13
32,4,Pulse #1 Max,0.0,2019-07-30 20:25:13
32,5,Pulse #2,0.0,2019-07-30 20:25:13
32,6,Pulse #2 Rate,0.0,2019-07-30 20:25:13
32,7,Pulse #2 Instantaneous,0.0,2019-07-30 20:25:13
