Address,Point,Name,Value,Time,Custom
044,00,Pulse #1,52898,2019-08-01 17:23:43,71 Gas
044,00,Pulse #1,52898,2019-08-01 17:25:57,71 Gas
044,00,Pulse #1,52899,2019-08-01 17:45:18,71 Gas
044,00,Pulse #1,52899,2019-08-01 17:50:29,71 Gas
044,00,Pulse #1,52899,2019-08-01 17:55:26,71 Gas
044,00,Pulse #1,52899,2019-08-01 18:02:41,71 Gas
044,00,Pulse #1,52900,2019-08-01 18:26:41,71 Gas
044,00,Pulse #1,52900,2019-08-01 18:32:54,71 Gas
044,00,Pulse #1,52900,2019-08-01 18:35:39,71 Gas
044,00,Pulse #1,52900,2019-08-01 18:42:56,71 Gas
044,00,Pulse #1,52900,2019-08-01 18:49:37,71 Gas
044,00,Pulse #1,52901,2019-08-01 18:55:54,71 Gas
044,00,Pulse #1,52901,2019-08-01 19:00:46,71 Gas
044,00,Pulse #1,52901,2019-08-01 19:10:45,71 Gas
044,00,Pulse #1,52901,2019-08-01 19:17:15,71 Gas
044,00,Pulse #1,52901,2019-08-01 19:20:44,71 Gas
044,00,Pulse #1,52901,2019-08-01 19:32:22,71 Gas
044,00,Pulse #1,52902,2019-08-01 19:35:36,71 Gas
044,00,Pulse #1,52902,2019-08-01 19:43:00,71 Gas
044,00,Pulse #1,52902,2019-08-01 19:47:51,71 Gas
044,00,Pulse #1,52902,2019-08-01 19:52:29,71 Gas
044,00,Pulse #1,52902,2019-08-01 19:57:48,71 Gas
044,00,Pulse #1,52902,2019-08-01 20:03:15,71 Gas
044,00,Pulse #1,52902,2019-08-01 20:07:53,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:10:57,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:16:13,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:27:44,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:38:30,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:40:47,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:47:07,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:52:15,71 Gas
044,00,Pulse #1,52903,2019-08-01 20:58:15,71 Gas
044,00,Pulse #1,52903,2019-08-01 21:06:30,71 Gas
044,00,Pulse #1,52903,2019-08-01 21:10:38,71 Gas
044,00,Pulse #1,52903,2019-08-01 21:18:19,71 Gas
