Address,Point,Name,Value,Time,Custom
033,00,50A CT5 Makeup,2106309,2019-08-01 15:43:29,50A CT5 Makeup
033,00,50A CT5 Makeup,2106314,2019-08-01 15:45:25,50A CT5 Makeup
033,00,50A CT5 Makeup,2106351,2019-08-01 16:00:35,50A CT5 Makeup
033,00,50A CT5 Makeup,2106363,2019-08-01 16:05:33,50A CT5 Makeup
033,00,50A CT5 Makeup,2106392,2019-08-01 16:17:23,50A CT5 Makeup
033,00,50A CT5 Makeup,2106401,2019-08-01 16:20:38,50A CT5 Makeup
033,00,50A CT5 Makeup,2106413,2019-08-01 16:25:19,50A CT5 Makeup
033,00,50A CT5 Makeup,2106572,2019-08-01 17:35:33,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106593,2019-08-01 17:44:10,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106607,2019-08-01 17:50:16,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106618,2019-08-01 17:55:04,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106631,2019-08-01 18:00:22,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106643,2019-08-01 18:05:23,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106667,2019-08-01 18:15:39,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106689,2019-08-01 18:25:13,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106702,2019-08-01 18:30:22,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106718,2019-08-01 18:37:10,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106725,2019-08-01 18:40:19,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106745,2019-08-01 18:49:14,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106760,2019-08-01 18:55:20,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106772,2019-08-01 19:00:18,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106784,2019-08-01 19:05:18,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106796,2019-08-01 19:10:08,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106809,2019-08-01 19:15:15,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106821,2019-08-01 19:20:16,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106843,2019-08-01 19:29:12,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106859,2019-08-01 19:35:18,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106872,2019-08-01 19:40:28,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106892,2019-08-01 19:47:37,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106900,2019-08-01 19:50:25,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106914,2019-08-01 19:55:31,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106934,2019-08-01 20:02:24,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106942,2019-08-01 20:05:13,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106958,2019-08-01 20:10:35,50A CT-5 Makeup
033,00,50A CT5 Makeup,2106974,2019-08-01 20:15:53,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107006,2019-08-01 20:26:56,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107016,2019-08-01 20:30:18,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107035,2019-08-01 20:37:03,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107044,2019-08-01 20:40:15,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107058,2019-08-01 20:45:16,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107073,2019-08-01 20:50:21,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107089,2019-08-01 20:55:51,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107112,2019-08-01 21:04:24,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107130,2019-08-01 21:10:15,50A CT-5 Makeup
033,00,50A CT5 Makeup,2107143,2019-08-01 21:15:14,50A CT-5 Makeup
