Address,Point,Name,Value,Time,Custom
033,05,50A CT6 Makeup,87151,2019-08-01 15:43:29,50A CT6 Makeup
033,05,50A CT6 Makeup,87151,2019-08-01 15:45:25,50A CT6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 16:00:35,50A CT6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 16:05:33,50A CT6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 16:17:23,50A CT6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 16:20:38,50A CT6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 16:25:19,50A CT6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 17:35:33,50A CT-6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 17:44:10,50A CT-6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 17:50:16,50A CT-6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 17:55:04,50A CT-6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 18:00:22,50A CT-6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 18:05:23,50A CT-6 Makeup
033,05,50A CT6 Makeup,87152,2019-08-01 18:15:39,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 18:25:13,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 18:30:22,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 18:37:10,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 18:40:19,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 18:49:14,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 18:55:20,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:00:18,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:05:18,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:10:08,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:15:15,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:20:16,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:29:12,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:35:18,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:40:28,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:47:37,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:50:25,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 19:55:31,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 20:02:24,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 20:05:13,50A CT-6 Makeup
033,05,50A CT6 Makeup,87153,2019-08-01 20:10:35,50A CT-6 Makeup
