Address,Point,Name,Value,Time,Custom
037,15,CT Makeup From B50,14398.0,2019-08-01 17:23:19,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 17:25:44,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 17:52:24,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 17:57:00,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:00:51,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:05:42,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:26:17,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:30:35,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:37:54,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:40:28,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:49:25,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 18:55:33,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:00:28,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:08:10,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:12:19,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:15:30,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:31:02,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:36:56,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:42:23,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:45:39,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:52:13,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 19:57:39,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:02:57,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:07:39,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:13:25,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:18:13,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:27:29,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:38:13,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:42:05,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:46:57,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:51:57,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 20:55:59,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.0,2019-08-01 21:10:52,50B CT-4-5 Makeup From B50
037,15,CT Makeup From B50,14398.000,2019-08-01 21:17:56,50B CT-4-5 Makeup From B50
