Address,Point,Name,Value,Time
43,0,Pulse #1,1203.0,2019-07-29 17:23:24
43,1,Pulse #1 Rate,0.0,2019-07-29 17:23:24
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 17:23:24
43,3,Pulse #1 Min,0.0,2019-07-29 17:23:24
43,4,Pulse #1 Max,0.0,2019-07-29 17:23:24
43,5,Pulse #2,260011.0,2019-07-29 17:23:24
43,6,Pulse #2 Rate,0.0,2019-07-29 17:23:24
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:23:24
43,8,Pulse #2 Min,0.0,2019-07-29 17:23:24
43,9,Pulse #2 Max,0.0,2019-07-29 17:23:24
43,0,Pulse #1,1203.0,2019-07-29 17:30:31
43,1,Pulse #1 Rate,0.0,2019-07-29 17:30:31
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 17:30:31
43,3,Pulse #1 Min,0.0,2019-07-29 17:30:31
43,4,Pulse #1 Max,0.0,2019-07-29 17:30:31
43,5,Pulse #2,260011.0,2019-07-29 17:30:31
43,6,Pulse #2 Rate,0.0,2019-07-29 17:30:31
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:30:31
43,8,Pulse #2 Min,0.0,2019-07-29 17:30:31
43,9,Pulse #2 Max,0.0,2019-07-29 17:30:31
43,0,Pulse #1,1204.0,2019-07-29 17:35:36
43,1,Pulse #1 Rate,0.2,2019-07-29 17:35:36
43,5,Pulse #2,260011.0,2019-07-29 17:35:36
43,6,Pulse #2 Rate,0.0,2019-07-29 17:35:36
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:35:36
43,8,Pulse #2 Min,0.0,2019-07-29 17:35:36
43,9,Pulse #2 Max,0.0,2019-07-29 17:35:36
43,0,Pulse #1,1204.0,2019-07-29 17:40:46
43,1,Pulse #1 Rate,0.0,2019-07-29 17:40:46
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 17:40:46
43,3,Pulse #1 Min,0.0,2019-07-29 17:40:46
43,4,Pulse #1 Max,0.0,2019-07-29 17:40:46
43,5,Pulse #2,260011.0,2019-07-29 17:40:46
43,6,Pulse #2 Rate,0.0,2019-07-29 17:40:46
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:40:46
43,8,Pulse #2 Min,0.0,2019-07-29 17:40:46
43,9,Pulse #2 Max,0.0,2019-07-29 17:40:46
43,0,Pulse #1,1204.0,2019-07-29 17:45:29
43,1,Pulse #1 Rate,0.0,2019-07-29 17:45:29
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 17:45:29
43,3,Pulse #1 Min,0.0,2019-07-29 17:45:29
43,4,Pulse #1 Max,0.0,2019-07-29 17:45:29
43,5,Pulse #2,260011.0,2019-07-29 17:45:29
43,6,Pulse #2 Rate,0.0,2019-07-29 17:45:29
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:45:29
43,8,Pulse #2 Min,0.0,2019-07-29 17:45:29
43,9,Pulse #2 Max,0.0,2019-07-29 17:45:29
43,0,Pulse #1,1204.0,2019-07-29 17:50:35
43,1,Pulse #1 Rate,0.0,2019-07-29 17:50:35
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 17:50:35
43,3,Pulse #1 Min,0.0,2019-07-29 17:50:35
43,4,Pulse #1 Max,0.0,2019-07-29 17:50:35
43,5,Pulse #2,260011.0,2019-07-29 17:50:35
43,6,Pulse #2 Rate,0.0,2019-07-29 17:50:35
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:50:35
43,8,Pulse #2 Min,0.0,2019-07-29 17:50:35
43,9,Pulse #2 Max,0.0,2019-07-29 17:50:35
43,0,Pulse #1,1204.0,2019-07-29 17:55:27
43,1,Pulse #1 Rate,0.0,2019-07-29 17:55:27
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 17:55:27
43,3,Pulse #1 Min,0.0,2019-07-29 17:55:27
43,4,Pulse #1 Max,0.0,2019-07-29 17:55:27
43,5,Pulse #2,260011.0,2019-07-29 17:55:27
43,6,Pulse #2 Rate,0.0,2019-07-29 17:55:27
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:55:27
43,8,Pulse #2 Min,0.0,2019-07-29 17:55:27
43,9,Pulse #2 Max,0.0,2019-07-29 17:55:27
43,0,Pulse #1,1204.0,2019-07-29 18:00:36
43,1,Pulse #1 Rate,0.0,2019-07-29 18:00:36
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:00:36
43,3,Pulse #1 Min,0.0,2019-07-29 18:00:36
43,4,Pulse #1 Max,0.0,2019-07-29 18:00:36
43,5,Pulse #2,260011.0,2019-07-29 18:00:36
43,6,Pulse #2 Rate,0.0,2019-07-29 18:00:36
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:00:36
43,8,Pulse #2 Min,0.0,2019-07-29 18:00:36
43,9,Pulse #2 Max,0.0,2019-07-29 18:00:36
43,0,Pulse #1,1204.0,2019-07-29 18:05:35
43,1,Pulse #1 Rate,0.0,2019-07-29 18:05:35
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:05:35
43,3,Pulse #1 Min,0.0,2019-07-29 18:05:35
43,4,Pulse #1 Max,0.0,2019-07-29 18:05:35
43,5,Pulse #2,260011.0,2019-07-29 18:05:35
43,6,Pulse #2 Rate,0.0,2019-07-29 18:05:35
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:05:35
43,8,Pulse #2 Min,0.0,2019-07-29 18:05:35
43,9,Pulse #2 Max,0.0,2019-07-29 18:05:35
43,0,Pulse #1,1204.0,2019-07-29 18:12:31
43,1,Pulse #1 Rate,0.0,2019-07-29 18:12:31
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:12:31
43,3,Pulse #1 Min,0.0,2019-07-29 18:12:31
43,4,Pulse #1 Max,0.0,2019-07-29 18:12:31
43,5,Pulse #2,260011.0,2019-07-29 18:12:31
43,6,Pulse #2 Rate,0.0,2019-07-29 18:12:31
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:12:31
43,8,Pulse #2 Min,0.0,2019-07-29 18:12:31
43,9,Pulse #2 Max,0.0,2019-07-29 18:12:31
43,0,Pulse #1,1204.0,2019-07-29 18:15:46
43,1,Pulse #1 Rate,0.0,2019-07-29 18:15:46
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:15:46
43,3,Pulse #1 Min,0.0,2019-07-29 18:15:46
43,4,Pulse #1 Max,0.0,2019-07-29 18:15:46
43,5,Pulse #2,260011.0,2019-07-29 18:15:46
43,6,Pulse #2 Rate,0.0,2019-07-29 18:15:46
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:15:46
43,8,Pulse #2 Min,0.0,2019-07-29 18:15:46
43,9,Pulse #2 Max,0.0,2019-07-29 18:15:46
43,0,Pulse #1,1204.0,2019-07-29 18:20:42
43,1,Pulse #1 Rate,0.0,2019-07-29 18:20:42
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:20:42
43,3,Pulse #1 Min,0.0,2019-07-29 18:20:42
43,4,Pulse #1 Max,0.0,2019-07-29 18:20:42
43,5,Pulse #2,260011.0,2019-07-29 18:20:42
43,6,Pulse #2 Rate,0.0,2019-07-29 18:20:42
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:20:42
43,8,Pulse #2 Min,0.0,2019-07-29 18:20:42
43,9,Pulse #2 Max,0.0,2019-07-29 18:20:42
43,0,Pulse #1,1204.0,2019-07-29 18:25:28
43,1,Pulse #1 Rate,0.0,2019-07-29 18:25:28
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:25:28
43,3,Pulse #1 Min,0.0,2019-07-29 18:25:28
43,4,Pulse #1 Max,0.0,2019-07-29 18:25:28
43,5,Pulse #2,260011.0,2019-07-29 18:25:28
43,6,Pulse #2 Rate,0.0,2019-07-29 18:25:28
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:25:28
43,8,Pulse #2 Min,0.0,2019-07-29 18:25:28
43,9,Pulse #2 Max,0.0,2019-07-29 18:25:28
43,0,Pulse #1,1204.0,2019-07-29 18:30:19
43,1,Pulse #1 Rate,0.0,2019-07-29 18:30:19
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:30:19
43,3,Pulse #1 Min,0.0,2019-07-29 18:30:19
43,4,Pulse #1 Max,0.0,2019-07-29 18:30:19
43,5,Pulse #2,260011.0,2019-07-29 18:30:19
43,6,Pulse #2 Rate,0.0,2019-07-29 18:30:19
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:30:19
43,8,Pulse #2 Min,0.0,2019-07-29 18:30:19
43,9,Pulse #2 Max,0.0,2019-07-29 18:30:19
43,0,Pulse #1,1204.0,2019-07-29 18:35:41
43,1,Pulse #1 Rate,0.0,2019-07-29 18:35:41
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:35:41
43,3,Pulse #1 Min,0.0,2019-07-29 18:35:41
43,4,Pulse #1 Max,0.0,2019-07-29 18:35:41
43,5,Pulse #2,260011.0,2019-07-29 18:35:41
43,6,Pulse #2 Rate,0.0,2019-07-29 18:35:41
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:35:41
43,8,Pulse #2 Min,0.0,2019-07-29 18:35:41
43,9,Pulse #2 Max,0.0,2019-07-29 18:35:41
43,0,Pulse #1,1204.0,2019-07-29 18:40:41
43,1,Pulse #1 Rate,0.0,2019-07-29 18:40:41
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:40:41
43,3,Pulse #1 Min,0.0,2019-07-29 18:40:41
43,4,Pulse #1 Max,0.0,2019-07-29 18:40:41
43,5,Pulse #2,260011.0,2019-07-29 18:40:41
43,6,Pulse #2 Rate,0.0,2019-07-29 18:40:41
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:40:41
43,8,Pulse #2 Min,0.0,2019-07-29 18:40:41
43,9,Pulse #2 Max,0.0,2019-07-29 18:40:41
43,0,Pulse #1,1204.0,2019-07-29 18:45:46
43,1,Pulse #1 Rate,0.0,2019-07-29 18:45:46
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:45:46
43,3,Pulse #1 Min,0.0,2019-07-29 18:45:46
43,4,Pulse #1 Max,0.0,2019-07-29 18:45:46
43,5,Pulse #2,260011.0,2019-07-29 18:45:46
43,6,Pulse #2 Rate,0.0,2019-07-29 18:45:46
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:45:46
43,8,Pulse #2 Min,0.0,2019-07-29 18:45:46
43,9,Pulse #2 Max,0.0,2019-07-29 18:45:46
43,0,Pulse #1,1204.0,2019-07-29 18:51:16
43,1,Pulse #1 Rate,0.0,2019-07-29 18:51:16
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:51:16
43,3,Pulse #1 Min,0.0,2019-07-29 18:51:16
43,4,Pulse #1 Max,0.0,2019-07-29 18:51:16
43,5,Pulse #2,260011.0,2019-07-29 18:51:16
43,6,Pulse #2 Rate,0.0,2019-07-29 18:51:16
43,7,Pulse #2 Instantaneous,0.0,2019-07-29 18:51:16
43,8,Pulse #2 Min,0.0,2019-07-29 18:51:16
43,9,Pulse #2 Max,0.0,2019-07-29 18:51:16
43,0,Pulse #1,1204.0,2019-07-29 18:55:50
43,1,Pulse #1 Rate,0.0,2019-07-29 18:55:50
43,2,Pulse #1 Instantaneous,0.0,2019-07-29 18:55:50
43,3,Pulse #1 Min,0.0,2019-07-29 18:55:50
