Address,Point,Name,Value,Time
25,40,Output 01,0.0,2019-07-29 17:23:51
25,41,Output 02,0.0,2019-07-29 17:23:51
25,40,Output 01,0.0,2019-07-29 17:30:42
25,41,Output 02,0.0,2019-07-29 17:30:42
25,40,Output 01,0.0,2019-07-29 17:35:43
25,41,Output 02,0.0,2019-07-29 17:35:43
25,40,Output 01,0.0,2019-07-29 17:40:55
25,41,Output 02,0.0,2019-07-29 17:40:55
25,40,Output 01,0.0,2019-07-29 17:45:38
25,41,Output 02,0.0,2019-07-29 17:45:38
25,40,Output 01,0.0,2019-07-29 17:57:51
25,41,Output 02,0.0,2019-07-29 17:57:51
25,40,Output 01,0.0,2019-07-29 18:06:01
25,41,Output 02,0.0,2019-07-29 18:06:01
25,40,Output 01,0.0,2019-07-29 18:12:39
25,41,Output 02,0.0,2019-07-29 18:12:39
25,40,Output 01,0.0,2019-07-29 18:17:48
25,41,Output 02,0.0,2019-07-29 18:17:48
25,40,Output 01,0.0,2019-07-29 18:21:00
25,41,Output 02,0.0,2019-07-29 18:21:00
25,40,Output 01,0.0,2019-07-29 18:28:45
25,41,Output 02,0.0,2019-07-29 18:28:45
25,40,Output 01,0.0,2019-07-29 18:31:35
25,41,Output 02,0.0,2019-07-29 18:31:35
25,40,Output 01,0.0,2019-07-29 18:36:06
25,41,Output 02,0.0,2019-07-29 18:36:06
25,40,Output 01,0.0,2019-07-29 18:41:04
25,41,Output 02,0.0,2019-07-29 18:41:04
25,40,Output 01,0.0,2019-07-29 18:45:57
25,41,Output 02,0.0,2019-07-29 18:45:57
25,40,Output 01,0.0,2019-07-29 18:51:38
25,41,Output 02,0.0,2019-07-29 18:51:38
25,40,Output 01,0.0,2019-07-29 18:56:01
25,41,Output 02,0.0,2019-07-29 18:56:01
25,40,Output 01,0.0,2019-07-29 19:06:10
25,41,Output 02,0.0,2019-07-29 19:06:10
25,40,Output 01,0.0,2019-07-29 19:11:19
25,41,Output 02,0.0,2019-07-29 19:11:19
25,40,Output 01,0.0,2019-07-29 19:26:56
25,41,Output 02,0.0,2019-07-29 19:26:56
25,40,Output 01,0.0,2019-07-29 19:31:39
25,41,Output 02,0.0,2019-07-29 19:31:39
25,40,Output 01,0.0,2019-07-29 19:40:08
25,41,Output 02,0.0,2019-07-29 19:40:08
25,40,Output 01,0.0,2019-07-29 19:47:16
25,41,Output 02,0.0,2019-07-29 19:47:16
25,40,Output 01,0.0,2019-07-29 19:55:04
25,41,Output 02,0.0,2019-07-29 19:55:04
25,40,Output 01,0.0,2019-07-29 20:28:33
25,41,Output 02,0.0,2019-07-29 20:28:33
25,40,Output 01,0.0,2019-07-29 20:30:54
25,41,Output 02,0.0,2019-07-29 20:30:54
25,40,Output 01,0.0,2019-07-29 20:35:54
25,41,Output 02,0.0,2019-07-29 20:35:54
25,40,Output 01,0.0,2019-07-29 20:41:13
25,41,Output 02,0.0,2019-07-29 20:41:13
25,40,Output 01,0.0,2019-07-29 20:48:39
25,41,Output 02,0.0,2019-07-29 20:48:39
