Address,Point,Name,Value,Time
34,0,CT4 Makeup,227459.0,2019-07-29 17:25:55
34,5,CT4 Blowdown,15377.0,2019-07-29 17:25:55
34,0,CT4 Makeup,227460.0,2019-07-29 17:32:10
34,1,CT4 Makeup Rate,0.2,2019-07-29 17:32:10
34,2,CT4 Makeup Instantaneous,0.1,2019-07-29 17:32:10
34,3,CT4 Makeup Min,0.11,2019-07-29 17:32:10
34,4,CT4 Makeup Max,0.1,2019-07-29 17:32:10
34,5,CT4 Blowdown,15377.0,2019-07-29 17:32:10
34,6,CT4 Blowdown Rate,0.0,2019-07-29 17:32:10
34,7,CT4 Blowdown Instantaneous,0.0,2019-07-29 17:32:10
34,8,CT4 Blowdown Min,0.0,2019-07-29 17:32:10
34,9,CT4 Blowdown Max,0.0,2019-07-29 17:32:10
34,0,CT4 Makeup,227461.0,2019-07-29 17:35:19
34,1,CT4 Makeup Rate,0.3,2019-07-29 17:35:19
34,2,CT4 Makeup Instantaneous,0.1,2019-07-29 17:35:19
34,3,CT4 Makeup Min,0.11,2019-07-29 17:35:19
34,4,CT4 Makeup Max,0.1,2019-07-29 17:35:19
34,5,CT4 Blowdown,15377.0,2019-07-29 17:35:19
34,6,CT4 Blowdown Rate,0.0,2019-07-29 17:35:19
34,7,CT4 Blowdown Instantaneous,0.0,2019-07-29 17:35:19
34,8,CT4 Blowdown Min,0.0,2019-07-29 17:35:19
34,9,CT4 Blowdown Max,0.0,2019-07-29 17:35:19
34,0,CT4 Makeup,227461.0,2019-07-29 17:42:32
34,1,CT4 Makeup Rate,0.0,2019-07-29 17:42:32
34,2,CT4 Makeup Instantaneous,0.0,2019-07-29 17:42:32
34,3,CT4 Makeup Min,0.0,2019-07-29 17:42:32
34,4,CT4 Makeup Max,0.0,2019-07-29 17:42:32
34,5,CT4 Blowdown,15377.0,2019-07-29 17:42:32
34,6,CT4 Blowdown Rate,0.0,2019-07-29 17:42:32
34,7,CT4 Blowdown Instantaneous,0.0,2019-07-29 17:42:32
34,8,CT4 Blowdown Min,0.0,2019-07-29 17:42:32
34,9,CT4 Blowdown Max,0.0,2019-07-29 17:42:32
34,0,CT4 Makeup,227461.0,2019-07-29 17:46:25
34,1,CT4 Makeup Rate,0.0,2019-07-29 17:46:25
34,2,CT4 Makeup Instantaneous,0.0,2019-07-29 17:46:25
34,3,CT4 Makeup Min,0.0,2019-07-29 17:46:25
34,4,CT4 Makeup Max,0.0,2019-07-29 17:46:25
34,5,CT4 Blowdown,15377.0,2019-07-29 17:46:25
34,6,CT4 Blowdown Rate,0.0,2019-07-29 17:46:25
34,7,CT4 Blowdown Instantaneous,0.0,2019-07-29 17:46:25
34,8,CT4 Blowdown Min,0.0,2019-07-29 17:46:25
34,9,CT4 Blowdown Max,0.0,2019-07-29 17:46:25
34,0,CT4 Makeup,227462.0,2019-07-29 17:50:16
34,1,CT4 Makeup Rate,0.3,2019-07-29 17:50:16
34,2,CT4 Makeup Instantaneous,0.1,2019-07-29 17:50:16
34,3,CT4 Makeup Min,0.11,2019-07-29 17:50:16
34,4,CT4 Makeup Max,0.1,2019-07-29 17:50:16
34,5,CT4 Blowdown,15377.0,2019-07-29 17:50:16
34,6,CT4 Blowdown Rate,0.0,2019-07-29 17:50:16
34,7,CT4 Blowdown Instantaneous,0.0,2019-07-29 17:50:16
34,8,CT4 Blowdown Min,0.0,2019-07-29 17:50:16
34,9,CT4 Blowdown Max,0.0,2019-07-29 17:50:16
34,0,CT4 Makeup,227463.0,2019-07-29 17:56:59
34,1,CT4 Makeup Rate,0.1,2019-07-29 17:56:59
34,2,CT4 Makeup Instantaneous,0.1,2019-07-29 17:56:59
34,3,CT4 Makeup Min,0.11,2019-07-29 17:56:59
34,4,CT4 Makeup Max,0.1,2019-07-29 17:56:59
34,5,CT4 Blowdown,15377.0,2019-07-29 17:56:59
34,6,CT4 Blowdown Rate,0.0,2019-07-29 17:56:59
34,7,CT4 Blowdown Instantaneous,0.0,2019-07-29 17:56:59
34,8,CT4 Blowdown Min,0.0,2019-07-29 17:56:59
34,9,CT4 Blowdown Max,0.0,2019-07-29 17:56:59
34,0,CT4 Makeup,227464.0,2019-07-29 18:00:14
34,1,CT4 Makeup Rate,0.3,2019-07-29 18:00:14
34,2,CT4 Makeup Instantaneous,0.1,2019-07-29 18:00:14
