Address,Point,Name,Value,Time
48,0,88 Gas,425788.0,2019-07-29 17:23:29
48,1,88 Gas Rate,0.6,2019-07-29 17:23:29
48,2,88 Gas Instantaneous,0.4,2019-07-29 17:23:29
48,3,88 Gas Min,0.41,2019-07-29 17:23:29
48,4,88 Gas Max,1.8,2019-07-29 17:23:29
48,5,Pulse #2,0.0,2019-07-29 17:23:29
48,6,Pulse #2 Rate,0.0,2019-07-29 17:23:29
48,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:23:29
48,8,Pulse #2 Min,0.0,2019-07-29 17:23:29
48,9,Pulse #2 Max,0.0,2019-07-29 17:23:29
48,0,88 Gas,425790.0,2019-07-29 17:30:36
48,1,88 Gas Rate,0.3,2019-07-29 17:30:36
48,2,88 Gas Instantaneous,1.7,2019-07-29 17:30:36
48,3,88 Gas Min,1.72,2019-07-29 17:30:36
48,4,88 Gas Max,1.7,2019-07-29 17:30:36
48,5,Pulse #2,0.0,2019-07-29 17:30:36
48,6,Pulse #2 Rate,0.0,2019-07-29 17:30:36
48,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:30:36
48,8,Pulse #2 Min,0.0,2019-07-29 17:30:36
48,9,Pulse #2 Max,0.0,2019-07-29 17:30:36
48,0,88 Gas,425791.0,2019-07-29 17:35:40
48,1,88 Gas Rate,0.2,2019-07-29 17:35:40
48,2,88 Gas Instantaneous,0.4,2019-07-29 17:35:40
48,3,88 Gas Min,0.37,2019-07-29 17:35:40
48,4,88 Gas Max,0.4,2019-07-29 17:35:40
48,5,Pulse #2,0.0,2019-07-29 17:35:40
48,6,Pulse #2 Rate,0.0,2019-07-29 17:35:40
48,7,Pulse #2 Instantaneous,0.0,2019-07-29 17:35:40
48,8,Pulse #2 Min,0.0,2019-07-29 17:35:40
48,9,Pulse #2 Max,0.0,2019-07-29 17:35:40
48,0,88 Gas,425798.0,2019-07-29 17:40:51
48,1,88 Gas Rate,1.4,2019-07-29 17:40:51
48,2,88 Gas Instantaneous,1.5,2019-07-29 17:40:51
48,3,88 Gas Min,0.37,2019-07-29 17:40:51
