Facility,Building 33,Building 34,Building 34,Building 50,Building 50,Building 50,Building 50,Building 50,Building 50,Building 50,Building 50,Building 62,Building 62,Building 62,Building 66,Building 70,Building 70A,Building 71,Building 71,Building 71,Building 76,Building 88,Building 88,Building 88
Meter name,33 Gas,34-CT-1 Makeup,34-CT-2 Makeup,50 East Side Gas,50 West Side Gas,50A-CT-5 Makeup,50A-CT-6 Makeup,50B-CT-4 Makeup,50B-CT-4_5 Drain Flow,50B-CT-4_5 Makeup f/50,50B-CT-5 Makeup,62 Gas,"62-CT-1,2 Blowdown","62-CT-1,2 Makeup",66 Gas,B70 Gas,B70A Gas,71 Gas,71-CT-4 Blowdown,71-CT-4 Makeup,76 Gas,88 Gas,88-CT-2 Blowdown,88-CT-2 Makeup
Meter id,lbnl_building33_gas_submeter_gas12700,lbnl_building34_water_submeter_34ct1makeup,lbnl_building34_water_submeter_34ct2makeup,lbnl_building50_gas_submeter_gas6900,lbnl_building50_gas_submeter_gas8030,lbnl_building50_water_submeter_50act5makeup,lbnl_building50_water_submeter_50act6makeup,lbnl_building50_water_submeter_50bct4makeup,lbnl_building50_water_submeter_50bctblowdown,lbnl_building50_water_submeter_50bctmakeupfrom50,lbnl_building50_water_submeter_50bct5makeup,lbnl_building62_gas_wholebuilding_62gas,lbnl_building62_water_submeter_62ct12blowdown,lbnl_building62_water_submeter_62ct12makeup,lbnl_building66_gas_submeter_gas1300,lbnl_building70_gas_submeter_gas6700,lbnl_building70a_gas_submeter_gas6800,lbnl_building71_gas_submeter_gas1460,lbnl_building71_water_submeter_ctblowdown,lbnl_building71_water_submeter_ctmakeup,lbnl_building76_gas_submeter_gas2150,lbnl_building88_gas_submeter_8100gas,lbnl_building88_water_submeter_88ct2blowdown,lbnl_building88_water_submeter_88ct2makeup

Timestamp,Building 33 - 33 Gas (raw),Building 34 - 34-CT-1 Makeup (raw),Building 34 - 34-CT-2 Makeup (raw),Building 50 - 50 East Side Gas (raw),Building 50 - 50 West Side Gas (raw),Building 50 - 50A-CT-5 Makeup (raw),Building 50 - 50A-CT-6 Makeup (raw),Building 50 - 50B-CT-4 Makeup (raw),Building 50 - 50B-CT-4_5 Drain Flow (raw),Building 50 - 50B-CT-4_5 Makeup f/50 (raw),Building 50 - 50B-CT-5 Makeup (raw),Building 62 - 62 Gas (raw),"Building 62 - 62-CT-1,2 Blowdown (raw)","Building 62 - 62-CT-1,2 Makeup (raw)",Building 66 - 66 Gas (raw),Building 70 - B70 Gas (raw),Building 70A - B70A Gas (raw),Building 71 - 71 Gas (raw),Building 71 - 71-CT-4 Blowdown (raw),Building 71 - 71-CT-4 Makeup (raw),Building 76 - 76 Gas (raw),Building 88 - 88 Gas (raw),Building 88 - 88-CT-2 Blowdown (raw),Building 88 - 88-CT-2 Makeup (raw)
2019-06-24 07:35,10425990.0,,,12280900.0,20920940.0,1977652.0,86987.0,15460.0,217370.0,143980.0,9806810.0,1283880.0,122410.0,3051041.0,,4836204.7,23480.0,514750.0,152520.0,2215740.0,344790.0,4153860.0,438762.0,4197098.0
2019-06-24 07:37,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 07:40,10426020.0,,,12281000.0,20920980.0,1977661.0,86987.0,15460.0,217370.0,143980.0,9806830.0,,122410.0,3051109.0,1671470.0,4836204.7,23480.0,514750.0,152520.0,2215740.0,344790.0,4153940.0,438762.0,4197098.0
2019-06-24 07:43,,,,,,,,,,,,1283890.0,,,,,,,,,,,,
2019-06-24 07:49,10426070.0,,,12281000.0,20921020.0,1977676.0,86987.0,15460.0,217370.0,143980.0,9806870.0,,122410.0,3051236.0,1671470.0,4836204.7,23480.0,514750.0,152520.0,2215740.0,,4154000.0,438762.0,4197098.0
2019-06-24 07:52,,,,,,,,,,,,1283890.0,,,,,,,,,344790.0,,,
2019-06-24 07:55,,,,12281100.0,20921060.0,1977687.0,86987.0,15460.0,217370.0,143980.0,9806890.0,1283890.0,122410.0,3051324.0,,4836204.7,23480.0,,152520.0,2215750.0,,,,
2019-06-24 07:56,10426110.0,,,,,,,,,,,,,,,,,514750.0,,,344790.0,4154040.0,438762.0,4197098.0
2019-06-24 07:58,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 08:00,10426130.0,,,12281100.0,20921100.0,1977696.0,86987.0,15460.0,217370.0,143980.0,9806910.0,1283890.0,122410.0,3051390.0,,4836204.7,23480.0,514750.0,152520.0,2215760.0,344790.0,4154070.0,,
2019-06-24 08:02,,,,,,,,,,,,,,,,,,,,,,,438762.0,4197098.0
2019-06-24 08:03,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 08:05,10426150.0,,,12281200.0,20921110.0,1977705.0,86987.0,15460.0,217370.0,143980.0,9806930.0,,122410.0,3051463.0,,4836204.7,23480.0,514750.0,152520.0,2215760.0,344790.0,4154090.0,438762.0,4197098.0
2019-06-24 08:08,,,,,,,,,,,,1283900.0,,,,,,,,,,,,
2019-06-24 08:10,10426180.0,,,12281200.0,20921140.0,1977713.0,86987.0,,,,,,122410.0,3051531.0,,4836204.7,23480.0,514760.0,152520.0,2215760.0,344790.0,4154120.0,438762.0,4197098.0
2019-06-24 08:12,,,,,,,,15460.0,217370.0,143980.0,9806960.0,1283900.0,,,,,,,,,,,,
2019-06-24 08:13,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 08:15,10426210.0,,,12281200.0,20921180.0,1977721.0,86987.0,15460.0,217370.0,143980.0,9806970.0,,122410.0,3051600.0,1671470.0,,,514760.0,152520.0,2215770.0,344800.0,4154150.0,438762.0,4197098.0
2019-06-24 08:18,,,,,,,,,,,,1283900.0,,,,4836204.7,23480.0,,,,,,,
2019-06-24 08:20,10426230.0,,,12281300.0,20921180.0,1977730.0,86987.0,15460.0,217370.0,143980.0,9807000.0,1283900.0,122410.0,3051671.0,1671470.0,4836204.7,23480.0,514760.0,152520.0,2215780.0,344800.0,4154190.0,438762.0,4197098.0
2019-06-24 08:25,10426240.0,,,12281300.0,20921220.0,1977739.0,86987.0,15460.0,217370.0,143980.0,9807020.0,1283910.0,122410.0,3051741.0,,4836204.7,23480.0,514760.0,152520.0,2215780.0,,4154250.0,438762.0,4197098.0
2019-06-24 08:26,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 08:28,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 08:30,,,,12281400.0,20921260.0,1977747.0,86987.0,15460.0,217370.0,143980.0,9807040.0,1283910.0,,,,4836204.7,23480.0,514770.0,152520.0,2215780.0,,,,
2019-06-24 08:31,,,,,,,,,,,,,,,,,,,,,344800.0,4154260.0,438762.0,4197098.0
2019-06-24 08:33,10426260.0,,,,,,,,,,,,122410.0,3051852.0,,,,,,,,,,
2019-06-24 08:35,10426270.0,,,12281400.0,20921260.0,1977756.0,86987.0,,,,,1283910.0,122410.0,3051879.0,,4836204.7,23480.0,514770.0,152520.0,2215790.0,344800.0,4154320.0,438762.0,4197098.0
2019-06-24 08:37,,,,,,,,15460.0,217370.0,143980.0,9807040.0,,,,,,,,,,,,,
2019-06-24 08:38,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 08:40,10426290.0,,,12281400.0,20921300.0,1977764.0,86987.0,15460.0,217370.0,143980.0,9807040.0,1283910.0,122410.0,3051948.0,,4836204.7,23480.0,514770.0,152520.0,2215800.0,344800.0,4154320.0,438762.0,4197098.0
2019-06-24 08:42,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 08:45,,,,12281500.0,20921350.0,1977773.0,86987.0,15460.0,217370.0,143980.0,9807040.0,1283910.0,122410.0,3052020.0,,4836204.7,23480.0,,152520.0,2215800.0,,,,
2019-06-24 08:46,10426300.0,,,,,,,,,,,,,,1671470.0,,,514770.0,,,344800.0,4154390.0,,
2019-06-24 08:50,10426310.0,,,12281500.0,20921350.0,1977782.0,86987.0,15460.0,217380.0,143980.0,9807040.0,1283920.0,122410.0,3052089.0,,4836204.7,23480.0,,152520.0,2215800.0,,4154400.0,,
2019-06-24 08:51,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 08:52,,,,,,,,,,,,,,,,,,,,,,,438762.0,4197098.0
2019-06-24 08:55,10426320.0,,,12281600.0,20921390.0,1977791.0,86987.0,15460.0,217380.0,143980.0,9807040.0,1283920.0,,,,4836204.7,23480.0,,152520.0,2215810.0,,4154440.0,438762.0,4197098.0
2019-06-24 08:56,,,,,,,,,,,,,,,,,,514770.0,,,,,,
2019-06-24 08:57,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 09:00,,,,12281600.0,20921390.0,1977799.0,86987.0,15460.0,217390.0,143980.0,9807050.0,1283920.0,,,1671470.0,4836204.7,23480.0,514770.0,152520.0,2215820.0,,4154470.0,438762.0,4197098.0
2019-06-24 09:01,,,,,,,,,,,,,122410.0,3052242.0,,,,,,,344800.0,,,
2019-06-24 09:03,10426340.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24 09:05,,,,12281600.0,20921430.0,1977808.0,86987.0,15460.0,217390.0,143980.0,9807070.0,1283920.0,122410.0,3052297.0,1671470.0,4836204.7,23480.0,514770.0,152520.0,2215830.0,344800.0,4154470.0,438762.0,4197098.0
2019-06-24 09:07,10426350.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24 09:10,10426360.0,,,12281700.0,20921460.0,1977816.0,86987.0,15460.0,217400.0,143980.0,9807090.0,1283930.0,122410.0,3052366.0,,4836204.7,23480.0,514770.0,152520.0,2215840.0,,4154540.0,438762.0,4197098.0
2019-06-24 09:13,,,,,,,,,,,,,,,1671470.0,,,,,,344800.0,,,
2019-06-24 09:15,10426370.0,,,12281700.0,20921470.0,1977825.0,86987.0,15460.0,217400.0,143980.0,9807110.0,1283930.0,122410.0,3052439.0,,4836204.7,23480.0,514770.0,152520.0,2215840.0,,4154550.0,,
2019-06-24 09:16,,,,,,,,,,,,,,,,,,,,,344800.0,,438762.0,4197098.0
2019-06-24 09:18,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 09:20,10426380.0,,,12281700.0,20921510.0,1977834.0,86987.0,15460.0,217400.0,143980.0,9807130.0,1283930.0,122410.0,3052511.0,,4836204.7,23480.0,514780.0,152520.0,2215840.0,344800.0,4154610.0,438762.0,4197098.0
2019-06-24 09:29,10426410.0,,,12281800.0,20921550.0,1977849.0,86987.0,15460.0,217410.0,143980.0,9807170.0,1283940.0,122410.0,3052634.0,,4836204.7,23480.0,514780.0,152520.0,2215860.0,,4154620.0,438762.0,4197098.0
2019-06-24 09:30,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 09:32,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 09:35,10426420.0,,,12281800.0,20921590.0,1977860.0,86987.0,15460.0,217410.0,143980.0,9807190.0,,122410.0,3052719.0,,4836204.7,23480.0,514780.0,152520.0,2215870.0,344800.0,4154690.0,438762.0,4197098.0
2019-06-24 09:37,,,,,,,,,,,,1283940.0,,,,,,,,,,,,
2019-06-24 09:38,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 09:40,10426440.0,,,12281900.0,20921590.0,1977868.0,86987.0,15460.0,217410.0,143980.0,9807210.0,1283940.0,122410.0,3052788.0,1671470.0,4836204.7,23480.0,514780.0,152520.0,2215880.0,,4154700.0,438762.0,4197098.0
2019-06-24 09:43,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 09:45,10426450.0,,,12281900.0,20921630.0,1977877.0,86987.0,15460.0,217410.0,143980.0,9807240.0,1283940.0,122410.0,3052859.0,,4836204.7,23480.0,,152520.0,2215880.0,,4154700.0,438762.0,4197098.0
2019-06-24 09:46,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 09:48,,,,,,,,,,,,,,,1671470.0,,,514780.0,,,,,,
2019-06-24 09:50,10426460.0,,,12281900.0,20921640.0,1977886.0,86987.0,15460.0,217410.0,143980.0,9807260.0,1283950.0,,,,4836204.7,23480.0,514780.0,152520.0,2215890.0,,4154770.0,438762.0,4197098.0
2019-06-24 09:51,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 09:53,,,,,,,,,,,,,122410.0,3052971.0,,,,,,,,,,
2019-06-24 09:55,10426470.0,,,12281900.0,20921670.0,1977895.0,86987.0,15460.0,217410.0,143980.0,9807280.0,,122410.0,3053000.0,,4836204.7,23480.0,514780.0,152520.0,2215900.0,,4154780.0,,
2019-06-24 09:56,,,,,,,,,,,,,,,,,,,,,344800.0,,438762.0,4197098.0
2019-06-24 09:57,,,,,,,,,,,,1283950.0,,,,,,,,,,,,
2019-06-24 09:58,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 10:05,,,,,,1977914.0,86987.0,15460.0,217410.0,143980.0,9807320.0,1283950.0,122410.0,3053136.0,,4836204.7,23480.0,514780.0,152520.0,2215910.0,,4154850.0,438762.0,4197098.0
2019-06-24 10:06,,,,,,,,,,,,,,,1671470.0,,,,,,344800.0,,,
2019-06-24 10:07,,,,12282000.0,,,,,,,,,,,,,,,,,,,,
2019-06-24 10:08,10426470.0,,,,20921710.0,,,,,,,,,,,,,,,,,,,
2019-06-24 10:10,10426470.0,,,12282000.0,20921750.0,1977923.0,86987.0,15460.0,217410.0,143980.0,9807340.0,1283960.0,122410.0,3053205.0,1671470.0,4836204.7,23480.0,514780.0,152520.0,2215920.0,,4154850.0,438762.0,4197101.0
2019-06-24 10:12,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 10:20,10426470.0,,,12282100.0,20921790.0,1977942.0,86987.0,15460.0,217410.0,143980.0,9807380.0,1283960.0,122410.0,3053346.0,,4836204.7,23480.0,514780.0,152520.0,2215940.0,,4154910.0,438762.0,4197106.0
2019-06-24 10:21,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 10:23,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 10:25,10426470.0,,,12282100.0,20921810.0,1977951.0,86987.0,15460.0,217410.0,143980.0,9807400.0,1283960.0,122410.0,3053414.0,1671470.0,4836204.7,23480.0,514780.0,152520.0,2215940.0,,4154940.0,438762.0,4197108.0
2019-06-24 10:28,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 10:30,10426470.0,,,12282100.0,20921830.0,1977961.0,86987.0,15460.0,217410.0,143980.0,9807420.0,1283970.0,,,,,,514780.0,152520.0,2215950.0,,,,
2019-06-24 10:31,,,,,,,,,,,,,,,,,,,,,344800.0,4154940.0,438762.0,4197108.0
2019-06-24 10:32,,,,,,,,,,,,,122410.0,3053518.0,,,,,,,,,,
2019-06-24 10:33,,,,,,,,,,,,,,,1671470.0,4836204.7,23480.0,,,,,,,
2019-06-24 10:35,10426470.0,,,12282200.0,20921870.0,1977969.0,86987.0,15460.0,217410.0,143980.0,9807440.0,1283970.0,122410.0,3053554.0,,4836204.7,23480.0,514790.0,152520.0,2215960.0,,4154940.0,,
2019-06-24 10:36,,,,,,,,,,,,,,,1671470.0,,,,,,344800.0,,438762.0,4197108.0
2019-06-24 10:40,10426470.0,,,12282200.0,20921870.0,1977979.0,86987.0,15460.0,217410.0,143980.0,9807470.0,1283970.0,122410.0,3053624.0,1671470.0,,,514790.0,152520.0,2215960.0,344800.0,4155010.0,438762.0,4197122.0
2019-06-24 10:43,,,,,,,,,,,,,,,,4836204.7,23480.0,,,,,,,
2019-06-24 10:45,10426470.0,,,12282200.0,20921910.0,1977988.0,86987.0,15460.0,217410.0,143980.0,9807490.0,1283980.0,122410.0,3053693.0,,4836204.7,23480.0,514790.0,152520.0,2215970.0,344800.0,4155010.0,438762.0,4197126.0
2019-06-24 10:48,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 10:50,10426470.0,,,12282200.0,20921950.0,1977997.0,86987.0,15460.0,217420.0,143980.0,9807510.0,1283980.0,122410.0,3053749.0,,4836204.7,23480.0,514790.0,152520.0,2215980.0,344800.0,4155010.0,438762.0,4197128.0
2019-06-24 10:53,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 11:00,10426470.0,,,12282300.0,20921990.0,1978017.0,86987.0,15460.0,217420.0,143980.0,9807550.0,1283980.0,122410.0,3053749.0,,4836204.7,23480.0,514790.0,152520.0,2215990.0,344800.0,4155060.0,438762.0,4197129.0
2019-06-24 11:01,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 11:05,,,,12282300.0,20922010.0,1978026.0,86987.0,15460.0,217420.0,143980.0,9807570.0,,,,1671470.0,4836204.7,23480.0,514790.0,152520.0,2216000.0,,4155060.0,438762.0,4197129.0
2019-06-24 11:07,,,,,,,,,,,,,122410.0,3053749.0,,,,,,,,,,
2019-06-24 11:10,,,,12282300.0,20922030.0,1978037.0,86987.0,15460.0,217420.0,143980.0,9807590.0,,,,1671470.0,4836204.7,23480.0,514790.0,152520.0,2216010.0,,4155060.0,,
2019-06-24 11:11,10426470.0,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 11:13,,,,,,,,,,,,1283990.0,122410.0,3053749.0,,,,,,,,,,
2019-06-24 11:15,10426470.0,,,12282400.0,20922070.0,1978047.0,86987.0,15460.0,217420.0,143980.0,9807610.0,1283990.0,122410.0,3053749.0,,4836204.7,23480.0,514790.0,152520.0,2216010.0,344800.0,4155060.0,,
2019-06-24 11:16,,,,,,,,,,,,,,,,,,,,,,,438762.0,4197129.0
2019-06-24 11:18,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 11:20,10426470.0,,,12282400.0,20922070.0,1978056.0,86987.0,15460.0,217420.0,143980.0,9807630.0,1283990.0,122410.0,3053749.0,1671470.0,4836204.7,23480.0,514790.0,152520.0,2216020.0,,4155070.0,438762.0,4197129.0
2019-06-24 11:22,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 11:25,10426470.0,,,12282400.0,20922110.0,1978066.0,86987.0,15460.0,217420.0,143980.0,9807660.0,1283990.0,122410.0,3053749.0,,4836204.7,23480.0,514790.0,152520.0,2216030.0,,4155120.0,438762.0,4197129.0
2019-06-24 11:26,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 11:28,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 11:30,10426470.0,,,12282400.0,20922110.0,1978076.0,86987.0,15460.0,217430.0,143980.0,9807680.0,1283990.0,122410.0,3053749.0,,4836204.7,23480.0,514790.0,152520.0,2216040.0,,4155120.0,438762.0,4197129.0
2019-06-24 11:31,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 11:35,10426470.0,,,12282500.0,20922150.0,1978086.0,86987.0,15460.0,217430.0,143980.0,9807700.0,,122410.0,3053749.0,1671470.0,4836204.7,23480.0,514790.0,152520.0,2216040.0,,4155120.0,438762.0,4197132.0
2019-06-24 11:36,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 11:38,,,,,,,,,,,,1284000.0,,,,,,,,,,,,
2019-06-24 11:40,10426470.0,,,,20922150.0,1978096.0,86987.0,15460.0,217430.0,143980.0,9807720.0,1284000.0,122410.0,3053749.0,,4836204.7,23480.0,514790.0,152520.0,2216050.0,,4155120.0,438762.0,4197134.0
2019-06-24 11:41,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 11:43,,,,12282500.0,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 11:45,,,,12282500.0,20922190.0,1978107.0,86987.0,15460.0,217430.0,143980.0,9807740.0,1284000.0,122410.0,3053749.0,,4836204.7,23480.0,,152520.0,2216060.0,344800.0,4155120.0,438762.0,4197134.0
2019-06-24 11:47,10426470.0,,,,,,,,,,,,,,1671470.0,,,514800.0,,,,,,
2019-06-24 11:54,10426470.0,,,12282500.0,20922230.0,1978125.0,86987.0,15460.0,217430.0,143980.0,9807780.0,,122410.0,3053749.0,,4836204.7,23480.0,514800.0,152520.0,2216070.0,344800.0,4155120.0,438762.0,4197141.0
2019-06-24 11:56,,,,,,,,,,,,1284000.0,,,,,,,,,,,,
2019-06-24 11:57,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 12:00,10426470.0,,,12282600.0,20922250.0,1978137.0,86987.0,,,,,1284000.0,,,,4836204.7,23480.0,514800.0,152520.0,2216080.0,,,,
2019-06-24 12:01,,,,,,,,,,,,,,,1671470.0,,,,,,344800.0,4155120.0,438762.0,4197141.0
2019-06-24 12:02,,,,,,,,15460.0,217440.0,143980.0,9807810.0,,,,,,,,,,,,,
2019-06-24 12:03,,,,,,,,,,,,,122410.0,3053749.0,,,,,,,,,,
2019-06-24 12:10,10426470.0,,,12282600.0,20922300.0,1978157.0,86987.0,15460.0,217440.0,143980.0,9807840.0,,122410.0,3053750.0,,4836204.7,23480.0,514800.0,152520.0,2216100.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:11,,,,,,,,,,,,,,,1671470.0,,,,,,344800.0,,,
2019-06-24 12:13,,,,,,,,,,,,1284010.0,,,,,,,,,,,,
2019-06-24 12:15,10426470.0,,,12282600.0,20922310.0,1978167.0,86987.0,15460.0,217450.0,143980.0,9807870.0,1284010.0,122410.0,3053751.0,1671470.0,4836204.7,23480.0,514800.0,152520.0,2216100.0,344800.0,4155120.0,438762.0,4197142.0
2019-06-24 12:20,10426470.0,,,12282700.0,20922360.0,1978176.0,86987.0,15460.0,217450.0,143980.0,9807890.0,1284010.0,122410.0,3053755.0,,4836204.7,23480.0,514800.0,152520.0,2216110.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:23,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 12:25,10426470.0,,,12282700.0,20922360.0,1978186.0,86987.0,15460.0,217450.0,143980.0,9807910.0,1284010.0,122410.0,3053762.0,,4836204.7,23480.0,514800.0,152520.0,2216120.0,344800.0,4155120.0,438762.0,4197142.0
2019-06-24 12:28,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 12:30,,,,12282700.0,20922400.0,1978196.0,86987.0,15460.0,217450.0,143980.0,9807930.0,1284010.0,122410.0,3053774.0,1671470.0,4836204.7,23480.0,514800.0,152520.0,2216130.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:33,10426470.0,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24 12:35,10426470.0,,,12282700.0,20922400.0,1978207.0,86987.0,15460.0,217460.0,143980.0,9807950.0,1284010.0,122410.0,3053788.0,,4836204.7,23480.0,514800.0,152520.0,2216130.0,,4155120.0,,
2019-06-24 12:36,,,,,,,,,,,,,,,1671470.0,,,,,,344800.0,,438762.0,4197142.0
2019-06-24 12:40,,,,12282800.0,20922440.0,1978217.0,86987.0,15460.0,217460.0,143980.0,9807970.0,,,,,4836204.7,23480.0,514800.0,152520.0,2216140.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:41,,,,,,,,,,,,,,,,,,,,,344800.0,,,
2019-06-24 12:42,,,,,,,,,,,,,122410.0,3053808.0,,,,,,,,,,
2019-06-24 12:43,10426470.0,,,,,,,,,,,1284020.0,,,,,,,,,,,,
2019-06-24 12:45,10426470.0,,,12282800.0,20922440.0,1978226.0,86987.0,15460.0,217460.0,143980.0,9807990.0,1284020.0,122410.0,3053814.0,,4836204.7,23480.0,514800.0,152520.0,2216150.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:46,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 12:50,10426470.0,,,12282800.0,20922480.0,1978236.0,86987.0,15460.0,217470.0,143980.0,9808010.0,,122410.0,3053828.0,1671470.0,4836204.7,23480.0,514800.0,152520.0,2216160.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:51,,,,,,,,,,,,,,,,,,,,,344810.0,,,
2019-06-24 12:52,,,,,,,,,,,,1284020.0,,,,,,,,,,,,
2019-06-24 12:55,10426470.0,,,12282800.0,20922480.0,1978247.0,86987.0,15460.0,217470.0,143980.0,9808030.0,,,,1671470.0,4836204.7,23480.0,514800.0,152520.0,2216170.0,,4155120.0,438762.0,4197142.0
2019-06-24 12:58,,,,,,,,,,,,1284020.0,122410.0,3053849.0,,,,,,,,,,
2019-06-24 13:00,10426470.0,,,12282900.0,20922480.0,1978257.0,86987.0,15460.0,217480.0,143980.0,9808050.0,,122410.0,3053857.0,1671470.0,4836204.7,23480.0,514800.0,152520.0,2216180.0,,4155120.0,438762.0,4197142.0
2019-06-24 13:02,,,,,,,,,,,,1284020.0,,,,,,,,,,,,
2019-06-24 13:03,,,,,,,,,,,,,,,,,,,,,344810.0,,,
2019-06-24 13:10,10426470.0,,,12282900.0,20922480.0,1978276.0,86987.0,15460.0,217490.0,143980.0,9808100.0,,,,,4836204.7,23480.0,514800.0,152520.0,2216190.0,,4155120.0,438762.0,4197142.0
2019-06-24 13:11,,,,,,,,,,,,,,,,,,,,,344810.0,,,
2019-06-24 13:12,,,,,,,,,,,,,122410.0,3053891.0,,,,,,,,,,
2019-06-24 13:13,,,,,,,,,,,,1284020.0,,,1671470.0,,,,,,,,,
2019-06-24 13:15,10426480.0,,,12282900.0,20922550.0,1978286.0,86987.0,15460.0,217500.0,143980.0,9808120.0,1284020.0,122410.0,3053898.0,,4836204.7,23480.0,514800.0,152520.0,2216200.0,,4155120.0,438762.0,4197142.0
2019-06-24 13:18,,,,,,,,,,,,,,,1671470.0,,,,,,344810.0,,,
2019-06-24 13:20,10426540.0,,,12282900.0,20922590.0,1978297.0,86987.0,15460.0,217500.0,143980.0,9808140.0,1284020.0,122410.0,3053913.0,,4836204.7,23480.0,514810.0,152520.0,2216210.0,344810.0,4155120.0,438762.0,4197142.0
2019-06-24 13:25,10426610.0,,,12283000.0,20922630.0,1978307.0,86987.0,15460.0,217510.0,143980.0,9808160.0,1284030.0,122410.0,3053927.0,,4836204.7,23480.0,514810.0,152520.0,2216220.0,,4155120.0,438762.0,4197142.0
2019-06-24 13:26,,,,,,,,,,,,,,,,,,,,,344810.0,,,
2019-06-24 13:28,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 13:30,10426640.0,,,12283000.0,20922640.0,1978316.0,86987.0,15460.0,217510.0,143980.0,9808180.0,,122410.0,3053941.0,,4836204.7,23480.0,514810.0,152520.0,2216230.0,,4155120.0,438762.0,4197142.0
2019-06-24 13:31,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 13:32,,,,,,,,,,,,1284030.0,,,,,,,,,,,,
2019-06-24 13:33,,,,,,,,,,,,,,,,,,,,,344810.0,,,
2019-06-24 13:35,10426650.0,,,12283000.0,,1978326.0,86987.0,15460.0,217520.0,143980.0,9808200.0,1284030.0,122410.0,3053954.0,,4836204.7,23480.0,514810.0,152520.0,2216240.0,,4155120.0,438762.0,4197142.0
2019-06-24 13:36,,,,,,,,,,,,,,,,,,,,,344810.0,,,
2019-06-24 13:38,,,,,20922680.0,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 13:45,10426670.0,,,12283100.0,20922720.0,1978347.0,86987.0,15460.0,217530.0,143980.0,9808240.0,1284030.0,122410.0,3053983.0,,4836204.7,23480.0,514810.0,152520.0,2216260.0,,4155120.0,,
2019-06-24 13:46,,,,,,,,,,,,,,,,,,,,,344820.0,,438762.0,4197142.0
2019-06-24 13:48,,,,,,,,,,,,,,,1671470.0,,,,,,,,,
2019-06-24 13:50,10426680.0,,,12283100.0,20922720.0,1978357.0,86987.0,15460.0,217530.0,143980.0,9808260.0,1284030.0,122410.0,3053997.0,,4836204.7,23480.0,514820.0,152520.0,2216270.0,344820.0,4155120.0,438762.0,4197150.0
